project_id,budget_year,block_no,block_name,role_in_project,block_total_amount
608,2024,A,農林水産省,予算の移替,330000000.0
608,2024,B,県営事業,東日本大震災の被災地域における海岸保全施設の整備,329809000.0
612,2024,A,中小企業庁,,30000000.0
612,2024,B,株式会社日本政策金融公庫,,30000000.0
613,2024,A,経済産業省（経済産業局）,中小企業等が行う施設復旧等の費用を補助,1615566000.0
613,2024,B,宮城県ほか,復興事業計画の認定／支援対象事業者への補助金交付,317353942.0
613,2024,C,被災中小企業等,被災した施設・設備の復旧,317353942.0
615,2024,A,経済産業省,補助事業の執行・管理,4586479840.0
615,2024,B,福島県,間接補助事業者への交付等,4586479840.0
615,2024,C,デロイトトーマツコンサルティング合同会社,採択事務に係る補助業務等,178000000.0
615,2024,D,インターステラテクノロジズ株式会社ほか,地域復興実用化開発等の実施,4407861000.0
617,2024,A,経済産業省,補助事業の執行・管理,14090000000.0
617,2024,B,公益財団法人福島県産業振興センター,"自立・帰還支援雇用創出企業立地補助金補助基金への追加／基金残高　80,574,237千円／（うち国庫補助金等相当額　80,574,237千円）／※基金設置法人からの資金の流れは、基金シート参照",14090000000.0
618,2024,A,経済産業省,移し替え先,13523000.0
618,2024,B,東北経済産業局,事務委任,13523000.0
618,2024,C,公益財団法人原子力安全研究協会,放射線量測定指導・助言事業の実施,8654000.0
619,2024,A,農林水産省,その他（補給金）,1803000.0
619,2024,B,株式会社日本政策金融公庫,被災農業者等に対する農業改良資金の貸付けに係る利子補給（平成23・24年度の後年度負担）のみの予算措置（新規貸付は24年度終了）,1803000.0
621,2024,A,経済産業省,補助事業の執行・管理,891109000.0
621,2024,B,福島県,間接補助事業者への交付等,891109000.0
621,2024,C,公益財団法人福島イノベーション・コースト構想推進機構ほか,構想に必要な事業の実施,891109000.0
622,2024,A,経済産業省,移し替え,207138000.0
622,2024,B,株式会社福島中央テレビ,地域の伝統・魅力等発信支援事業の補助金交付業務,162820000.0
622,2024,C,株式会社マテリアルほか,地域の伝統・魅力等発信支援事業の実施,132633170.0
622,2024,D,東武トップツアーズ株式会社,地域の魅力等戦略的発信事業を実施,3684151.0
622,2024,E,株式会社Ｃｏｅｌａｃａｎｔｈ,地域の魅力等戦略的発信事業を実施,1514000.0
622,2024,F,株式会社東北新社,２０２５年日本国際博覧会（大阪・関西万博）における東日本大震災からの原子力災害被災地域の復興展示・広報等に関する準備事業を実施,39124000.0
622,2024,G,株式会社Ｈａｋｕｈｏｄｏ　ＤＹ　Ｍａｔｒｉｘほか,２０２５年日本国際博覧会（大阪・関西万博）における東日本大震災からの原子力災害被災地域の復興展示・広報等に関する準備事業再委託先,19277922.0
624,2024,A,中小企業庁,,504944807.0
624,2024,B,経済産業省　東北経済産業局,,504944807.0
624,2024,C,（公財）みやぎ産業振興機構ほか,二重ローン問題等の相談受付、事業計画策定支援等,504944807.0
626,2024,A,復興特別会計運営費交付金,復興の加速化と福島県の再生のため、仮設施設有効活用等助成事業、産業復興機構運営支援事業、福島原子力災害被災者支援事業を行う。,407634000.0
626,2024,B,マンパワーグループ株式会社　ほか,福島産業復興機構運営支援事業・福島原子力災害被災者支援事業に係る事業費,109210000.0
626,2024,C,南相馬市　ほか,仮設施設有効活用等支援事業等に係る事業費,215612000.0
627,2024,A,経済産業省,移替,2021000000.0
627,2024,B,福島県,福島県原子力災害等復興基金の資金管理等,2021000000.0
627,2024,C,公立大学法人福島県立医科大学,医薬品関連産業支援拠点化事業の実施,2021000000.0
627,2024,D,一般社団法人バイオ産業情報化コンソーシアム（JBIC）ほか,解析データ取得、事務局運営等の委託業務の実施,1503800000.0
628,2024,A,福島県,福島県原子力災害等復興基金への追加／基金残高５５９，８７９千円／（事業の推進に必要な事務、指導監督等業務、基金の管理・運営等）,321000000.0
628,2024,B,一般財団法人ふくしま医療機器産業推進機構,（指定管理者）／医療機器の開発・安全対策、事業化支援を行う拠点整備に必要な事務、管理、運営等,183779000.0
630,2024,A,国土交通省,復興庁から移替え,3117705.0
630,2024,B,一般社団法人すまいづくりまちづくりセンター連合会,補助金の交付にかかる事務事業を実施,3117705.0
630,2024,C,一般財団法人ふくしま建築住宅センターほか,被災案件に係る建築確認検査を実施,1969510.0
631,2024,A,東北地方整備局,国営追悼・祈念施設の整備,373936000.0
631,2024,B,株式会社大林組ほか,公園整備工事等,373936000.0
633,2024,A,観光庁,福島県における観光復興を最大限に促進するため、福島県が実施する風評被害対策及び震災復興に資する観光関連事業に対して補助を行う。,491445514.0
633,2024,B,福島県,福島県観光関連復興事業実施計画に基づく風評被害対策及び震災復興に資する観光関連事業を実施。,491148869.0
633,2024,C,間接経費,1.職員旅費：194千円／2.委員等旅費：56千円／3.諸謝金：45千円,296825.0
636,2024,A,国土交通省,地域公共交通確保維持改善事業の実施,116580000.0
636,2024,B,補助金交付要綱に定める補助対象事業者,被災地域生活交通確保維持計画に基づき、被災地域地域間幹線系統確保維持事業を実施,116580000.0
638,2024,A,地方公共団体等,,11553000000.0
640,2024,A,国土交通省,予算配分、事業採択,6027000000.0
640,2024,B,岩手県ほか,災害復旧工事の実施及び工事にかかる調査・設計等,5488901000.0
643,2024,A,環境省,,850143000.0
643,2024,B,東北緑化環境保全株式会社他１者,放射能汚染が特に懸念される地域の公共用水域の放射性物質モニタリング調査等,351291600.0
643,2024,C,東北緑化環境保全株式会社,放射能汚染が特に懸念されている地域における地下水の放射性物質の測定,23100000.0
643,2024,D,日本エヌ・ユー・エス株式会社,海域に流出した放射性物質、廃棄物等に起因する海洋環境の汚染現況の調査,83644000.0
643,2024,E,国際原子力機関,ALPS処理水の海域モニタリング調査に係る拠出金,27440000.0
643,2024,F,公益財団法人日本分析センター他１者,ALPS処理水に係る海域モニタリング調査,344773000.0
643,2024,G,ユーロフィン日本総研株式会社他２者,試料採取作業,74265400.0
643,2024,H,株式会社KANSOテクノス他２者,試料採取・分析業務,61300000.0
643,2024,I,株式会社ＫＡＮＳＯテクノス他１者,海域モニタリング調査資料採取・分析等,154054000.0
644,2024,A,環境本省（福島地方環境事務所執行分）,復興庁からの移替先,
644,2024,B,メルテックいわき株式会社ほか,令和４年度南相馬市災害廃棄物（焼却灰）処分業務ほか,800360000.0
645,2024,A,環境省,移替,367000000.0
645,2024,B,市町村及び一部事務組合,地域計画に基づく廃棄物処理施設整備事業等の施行,367000000.0
646,2024,A,環境省,地元自治体や土地所有者等では対応が出来ない福島県の帰還困難区域等における野生鳥獣の捕獲等を行うもの。,403340000.0
646,2024,B,福島地方環境事務所,捕獲した鳥獣の個体の焼却,51902000.0
646,2024,C,一般財団法人自然環境研究センター,令和5年度帰還困難区域内等における野生鳥獣の生息状況調査及び捕獲等業務,346584000.0
646,2024,D,日立・安藤・間・神戸製鋼所特定共同企業体ほか,浪江町対策地域内廃棄物等処理業務（減容化処理）,46436000.0
648,2024,A,環境本省,,33620554000.0
648,2024,B,福島地方環境事務所,,
648,2024,C,東北地方環境事務所,,
648,2024,D,関東地方環境事務所,,
648,2024,E,間接経費,,27252000.0
648,2024,F,株式会社電通アドギアほか,令和５年度環境再生事業等の理解醸成等に関する効果検証業務等,583239000.0
648,2024,G,株式会社あぶくま測量設計ほか,暫定集約施設測量調査業務等,95778500.0
648,2024,H,大崎市ほか,廃棄物処理施設モニタリング等事業費補助金等,586770000.0
648,2024,I,株式会社奥村組ほか,令和４年度富岡町特定復興再生拠点区域被災建物等解体撤去等及び除染等工事（その５）〔令和５年度、放射性物質汚染廃棄物処理事業分〕〕等,1943486000.0
648,2024,J,奥村・株木・森本特定建設工事共同企業体ほか,令和３年度から令和５年度までの特定廃棄物埋立処分事業に係る搬出等工事　〔令和５年度、放射性物質汚染廃棄物処理事業分〕等,30071631000.0
648,2024,K,いわき市ほか,令和５年度廃棄物処理施設モニタリング等事業費補助金,38992000.0
648,2024,L,個人等,土地使用に関する補償金,108072620.0
648,2024,M,自治体Ｈ,令和５年度指定廃棄物保管委託業務,3800000.0
648,2024,N,自治体Ａほか,指定廃棄物保管委託業務（自治体等）,15701158.0
648,2024,O,渡辺建設株式会社ほか,令和５年度那須町農業系指定廃棄物暫定集約地整備工事等,213309418.0
648,2024,P,個人等,土地使用に関する補償金,28300470.0
649,2024,A,環境省,,17096496000.0
649,2024,B,民間事業者等,廃棄物処理等に関する理解促進業務等,218481000.0
649,2024,C,地方公共団体,除染等事業に係る補助金,473680000.0
649,2024,D,間接経費,,52043000.0
649,2024,E,福島地方環境事務所,,
649,2024,F,民間事業者等,廃棄物処理等業務,15289252000.0
649,2024,G,土地所有者等,土地使用に関する補償金等,1063040000.0
649,2024,H,再委任,専門的知見の提供業務等,3581000.0
650,2024,A,環境本省,中間貯蔵施設の整備等に係る政策決定等,150018580000.0
650,2024,B,民間事業者等,中間貯蔵施設の整備に必要な調査業務等,402528000.0
650,2024,C,中間貯蔵・環境安全事業株式会社,中間貯蔵施設の管理等に関する業務,9338245000.0
650,2024,D,民間事業者等,中間貯蔵施設の整備に必要な調査業務等,93485000.0
650,2024,E,民間事業者等,中間貯蔵施設の管理等に関する業務,5238938000.0
650,2024,F,福島地方環境事務所,中間貯蔵施設の整備等に係る業務,140253311000.0
650,2024,G,民間事業者等,中間貯蔵施設の整備、調査検討業務、用地業務（土地建物調査、測量）等,139735940000.0
650,2024,H,土地所有者等,中間貯蔵施設の整備に係る用地確保等,422431000.0
651,2024,A,環境省,,36625558000.0
651,2024,B,民間事業者,廃棄物処理等に関する理解促進業務等,42723000.0
651,2024,C,間接経費,,3723000.0
651,2024,D,再委任,専門的知見の提供業務等,3906000.0
651,2024,E,福島地方環境事務所,,
651,2024,F,民間事業者等,廃棄物処理業務等,36286846000.0
651,2024,G,土地所有者等,土地使用に関する補償金等,292266000.0
652,2024,A,原子力規制委員会,移替,580000000.0
652,2024,B,福島県,"福島健康管理基金（環境放射線モニタリング勘定）への追加／基金残高　 3,612,718千円／（うち　国庫補助金等相当額　3,612,718千円）／※基金設置法人からの資金の流れは、基金シート（地方公共団体等保有基金執行状況表）参照。",580000000.0
653,2024,A,原子力規制庁,・環境放射線モニタリング情報ポータルサイトの運営／・航空機による空間線量率のモニタリング／・地上からの空間線量率等のモニタリング／・閉鎖的海域におけるモニタリング／・ALPS処理水の海洋放出に関連する海域モニタリング／・IAEAとの分析機関間比較,1033021000.0
653,2024,B,農林水産省,農地土壌等の放射性物質の分布状況等の推移等の調査,14913000.0
653,2024,C,国立研究開発法人日本原子力研究開発機構,航空機による空間線量率の調査（広域）,195777000.0
653,2024,D,国立研究開発法人日本原子力研究開発機構,東京電力福島第一原子力発電所事故に伴う放射性物質の分布データの集約,449840000.0
653,2024,E,国立研究開発法人日本原子力研究開発機構,航空機モニタリング運用技術の確立等,8332000.0
653,2024,F,富士通株式会社,放射線モニタリングデータ統合システムの運用サービスの提供,123949000.0
653,2024,G,株式会社ビッグツリーテクノロジー＆コンサルティング,放射線モニタリング情報ポータルサイトの更改業務,99000000.0
653,2024,H,株式会社三菱総合研究所,広域的なモニタリングのための次世代モニタリングポスト調査,34505000.0
653,2024,I,株式会社三菱総合研究所,放射線モニタリング情報ホームページ更改プロジェクト管理支援及び調達支援,31900000.0
653,2024,J,公益財団法人日本分析センター,IAEAとの試験所間比較分析の実施,45423000.0
653,2024,K,公益財団法人海洋生物環境研究所,総合モニタリング計画に基づく放射能調査（東京湾等の海域モニタリング）,44295000.0
653,2024,L,国立研究開発法人農業・食品産業技術総合研究機構,福島県及びその周辺における農畜産物及び土壌の放射能汚染レベルの動向の把握,14913000.0
654,2024,A,原子力規制委員会,復興庁からの移替予算の執行,1622231000.0
654,2024,B,富士電機株式会社,モニタリングポストの稼働状況に係る委託調査,199681000.0
654,2024,C,富士電機株式会社ほか４者,モニタリングポストの維持管理に係る業務,1272320000.0
654,2024,D,株式会社ＮＴＴドコモほか１者,測定データ伝送に係る業務,24957000.0
654,2024,E,株式会社堀場製作所ほか２者,サーベイメータの維持管理に係る業務,124454000.0
654,2024,F,原子力規制委員会,事業進捗に係る調査等,819000.0
656,2024,A,パシフィックコンサルタンツ株式会社等,施設の設計に係る業務,210564810.0
656,2024,B,株式会社都市技術等,事業用地の調査等に係る業務,124945000.0
656,2024,C,個人等,本施設用地の取得,417371467.0
656,2024,D,福島国際研究教育機構,,1602303000.0
656,2024,E,ＮＥＣネクサソリューションズ株式会社　等,,891449000.0
656,2024,I,株式会社　大江設計等,施設の設計、事業用地の調査等,18585000.0
657,2024,A,文部科学省,福島復興に資する知（復興知）の浜通り地域等への集積に向けた取組を支援するとともに、大学等と福島県、関係市町村、研究機関や企業、商工団体等が一体となった地域連携を推進,435000000.0
657,2024,B,福島県,各大学等のネットワークの構築を支援するとともに、各大学等の事業の取りまとめ・広報及び地域の人材育成等について検討するための大学等と福島県、関係市町村、研究機関や地域企業等が組織的・恒常的に連携できる体制（プラットフォーム）を形成,435000000.0
657,2024,C,公益財団法人福島イノベーション・コースト構想推進機構,他の大学等や浜通り地域等の市町村、地域企業等との恒常的な連携体制等の形成や地域企業等と連携した特色ある教育研究プログラムを開発・実施,435000000.0
657,2024,D,国立大学法人長崎大学ほか,他の大学等や浜通り地域等の市町村、地域企業等との恒常的な連携体制等の形成や地域企業等と連携した特色ある教育研究プログラムを開発・実施,405000000.0
658,2024,A,農林水産省,予算の移替,2089000000.0
658,2024,B,東北農政局,管内の県に対する補助金の交付事務、農業用施設の復旧及び調査検討及び事業実施中の個別地区の工事実施や事業管理等,1982952000.0
658,2024,D,福島県,県下の市町村に対する補助金の交付事務、事業の推進に必要な事務、指導監督、調整、調査検討,644662000.0
658,2024,E,民間団体,農地農業用施設等の復旧等,1335480000.0
658,2024,F,市町村営事業,農地農業用施設等の復旧,311022000.0
660,2024,A,地方農政局,管内の県に対する交付金の交付事務、指導監督等業務,96300000.0
660,2024,B,県,県下の市町村に対する交付金の交付事務、事業の推進に必要な事務、指導監督、調整、調査検討等、放射性物質の吸収抑制対策（事業の実施）,59970000.0
660,2024,C,県、市町村,事業実施主体への交付金の交付事務、／指導監督、調整等、放射性物質の吸収抑制対策（事業の実施）,59970000.0
660,2024,D,農業者の組織する団体等,放射性物質の吸収抑制対策、放射性物質汚染牧草等の処理,59968000.0
660,2024,E,農林水産省,地方農政局への予算の配分・割当事務,96300000.0
661,2024,A,地方農政局,福島県に対する交付事務、指導監督,6329686000.0
661,2024,B,福島県,事業実施主体に対する補助金の交付,6329686000.0
661,2024,C,農業者団体・民間事業者等,・集出荷施設、乾燥貯蔵施設、冷凍・加工施設、育苗施設、畜産関連施設等の整備／・農業機械等リース導入、生産資材や家畜の導入、高収益作物の導入や新たな栽培技術及びＩＣＴの導入等に向けた調査・検証、出荷規格の統一や効率的な出荷体制の構築に向けた調査・検証、福島県産牛の一貫体制の構築に向けた構築連携の推進、コントラクターの育成,6329686000.0
661,2024,D,農林水産省,,6329686000.0
662,2024,A,国土交通省,復興庁から移替え,21887387000.0
662,2024,B,石巻市ほか,・災害公営住宅の家賃低廉化にかかる費用を補助／・災害公営住宅の家賃を、一定期間、入居者が無理なく負担しうる水準まで低廉化するため、家賃減免に係る費用を補助,21887387000.0
663,2024,A,地方運輸局等,,2254000.0
664,2024,A,農林水産省,,697503000.0
664,2024,B,一般社団法人全国漁業就業者確保育成センター,技術習得のための講習会や新規就業者確保に関する長期研修などを支援する漁連等への助成・指導,386314000.0
664,2024,C,福島県漁業就業者支援協議会ほか,就業情報の提供、漁業復興の取組をサポートする人材の確保、新規就業者確保に関する長期研修指導謝金等の支払い,33100000.0
664,2024,D,沿岸漁業者Aほか,,14532000.0
664,2024,E,宮城県,漁船・漁具リース事業の計画・実施に取り組む都道府県への助成,462000.0
666,2024,A,社会システム株式会社ほか,国や自治体における教育データ分析・研究の支援,14047000.0
666,2024,B,国立大学法人京都大学ほか,国や自治体における教育データ分析・研究の支援,10755000.0
667,2024,A,一般財団法人行政管理研究センターほか,行政運営の基本的・共通的制度関係（調査委託、総合案内所運営等）,85455000.0
668,2024,A,公益社団法人全国行政相談委員連合協議会ほか,資料の購入等,272174000.0
668,2024,B,個人Aほか,賃金等,226848302.0
668,2024,C,株式会社そごう・西武ほか,相談業務協力謝金（会場提供）等,22813238.0
668,2024,D,デロイトトーマツコンサルティング合同会社ほか,AIを含むテクノロジーを活用した事業の類似性構造分析に関する調査研究　等,202698047.0
668,2024,E,株式会社北國新聞社ほか,令和６年能登半島地震における被災者への生活支援情報の新聞広告掲載に係る経費支出について等,128862653.0
670,2024,A,民間事業者等,,46213000.0
672,2024,A,株式会社ウルフスタイル,,4027000.0
672,2024,B,廿日市交通株式会社,,94000.0
672,2024,C,独立行政法人国立印刷局,,92000.0
672,2024,D,その他,,230000.0
673,2024,A,委員謝金,,0.0
673,2024,B,委員等旅費,,0.0
673,2024,C,庁費,,0.0
674,2024,A,多崎興業株式会社,「移住・交流情報ガーデン」事務室の賃貸借等,69000000.0
674,2024,B,一般社団法人移住・交流推進機構,「移住・交流情報ガーデン」運営業務の請負,21000000.0
675,2024,A,一般競争契約（総合評価）,,7881000.0
675,2024,B,一般競争契約（総合評価）,,9647000.0
675,2024,C,その他,,870000.0
677,2024,A,民間事業者,標準仕様書の作成に向けた調査研究等,310719000.0
679,2024,A,地方公共団体,,438876000.0
679,2024,B,民間企業,,1415652.0
679,2024,C,旅費・謝金等,,2495089.0
680,2024,A,地方公共団体,過疎地域持続的発展支援交付金,603845000.0
680,2024,B,地域運営組織等,過疎地域等集落ネットワーク圏形成支援事業,80416000.0
680,2024,C,民間会社等,印刷製本費、会議費　等,5183700.0
680,2024,D,職員,職員旅費,2721900.0
680,2024,E,委員等,諸謝金、旅費,2426944.0
681,2024,A,ポストメディア,セミナー運営,242000.0
681,2024,B,はまなすインフォメーション,セミナー会場借り入れ,45000.0
681,2024,C,講師,セミナー講師旅費,155000.0
683,2024,A,一般社団法人,,2662000.0
683,2024,B,委員等,,3000.0
683,2024,C,職員,,97000.0
684,2024,A,三菱ＵＦＪリサーチ＆コンサルティング株式会社,調査研究事業の請負（研究会の運営支援、報告書のとりまとめ等）,12454000.0
684,2024,B,リトルスタジオインク株式会社,地域運営組織・集落対策等に係るPR動画の制作に係る請負業務,4378000.0
684,2024,C,株式会社ウルフスタイル,全国セミナー運営に係る業務,3617000.0
685,2024,A,民間企業等,,20992000.0
685,2024,B,職員・有識者,,5252000.0
686,2024,A,在外選挙人名簿登録事務委託費,,17256000.0
686,2024,B,民間事業者等,,19981000.0
687,2024,A,ディーディーエヌコンサルティング株式会社,総務省PMOである総務省大臣官房企画課サイバーセキュリティ・情報化推進室が行うべき業務を円滑かつ効果的に実施するため、専門的な技能と経験を有する事業者に支援業務を請け負わせるもの。,46860000.0
687,2024,B,民間企業４社,総務省の情報セキュリティ対策支援,198010000.0
687,2024,C,総務省最高情報セキュリティアドバイザー経費,総務省の情報セキュリティ関係規程の整備及び情報システムの情報セキュリティ対策等への助言、情報セキュリティインシデントへの対処支援などを行う。,8938000.0
687,2024,D,総務省デジタル統括アドバイザー経費,専門家としての立場から、省内システムの仕様書や見積が妥当なものとなっているか確認し、所管課へ指導・助言を行うほか、システム担当者向け研修の講師、または各種の相談への対応を担う。,22185000.0
687,2024,E,その他経費,その他総務省内のデジタル化推進の施策等に係る費用,7836000.0
688,2024,A,TOPPAN株式会社,情報信託機能を活用した教育分野におけるデータ利活用に係る調査の請負事業者,59180000.0
688,2024,B,エヌ・ティ・ティラーニングシステムズ株式会社,教育分野におけるＰＤＳの技術的要件等に関する調査研究における請負事業者,29580000.0
688,2024,C,株式会社エヌ・ティ・ティ・データ経営研究所,「医療情報を取り扱う情報システム・サービスの提供事業者における安全管理ガイドライン」の改定等に関する調査研究の請負事業者,22550000.0
688,2024,D,株式会社エヌ・ティ・ティ・データ経営研究所,医療・介護・健康データの利活用促進に関する調査研究の請負事業者,17492000.0
688,2024,E,有限会社ケーズドットコム,教育分野におけるＰＤＳの技術的要件等に関する調査研究に関する調査、報告書の作成支援及び取りまとめ業務支援。,11000000.0
688,2024,F,一般社団法人　日本セキュリティ格付機構,情報信託機能を活用した教育分野におけるデータ利活用に係る調査における、WG開催にあたる論点の整理、指針改定案検討、作成における調査支援、最終報告書の作成支援。,8450000.0
688,2024,G,株式会社DataSign,情報信託機能を活用した教育分野におけるデータ利活用に係る調査における、WG実施に向けた資料のレビュー、フィールド実証設計への助言、最終成果報告書のレビュー。,1760000.0
688,2024,H,株式会社Lentrance,情報信託機能を活用した教育分野におけるデータ利活用に係る調査における、データの提供。,1452000.0
688,2024,I,スタディプラス株式会社,情報信託機能を活用した教育分野におけるデータ利活用に係る調査における、学習塾への調査協力。,798000.0
689,2024,A,地方公共団体,,76946000.0
690,2024,A,都道府県,認定事務等の実施,
692,2024,A,株式会社オーエムシーほか,情報通信技術の研究開発を効果的・効率的に実施するため調査検討の実施等,24391123.0
694,2024,A,文部科学省,公立学校施設災害復旧事業の交付決定,12653000.0
694,2024,B,県,公立学校施設災害復旧事業の実施に必要な経費の支出,12653000.0
694,2024,C,自治体,公立学校施設災害復旧事業の実施,12653000.0
695,2024,A,一般社団法人情報通信技術委員会ほか,,89763000.0
696,2024,A,株式会社三菱総合研究所,,9365000.0
696,2024,B,日本電気株式会社,,2750000.0
696,2024,C,一般社団法人（1法人）、民間企業（２社）、講師（２者）,,1332000.0
698,2024,A,株式会社ＩＡＣＥトラベルほか,研修会等に係る職員旅費,452000.0
699,2024,A,（一財）自治体衛星通信機構,,6787000.0
699,2024,B,株式会社インターネットイニシアティブ,,665000.0
704,2024,A,諸謝金,客観性のある事業実施のため外部有識者の意見等を伺う,106000.0
704,2024,B,職員旅費,現地調査、説明会等の実施に係る旅費,1661000.0
704,2024,C,アクセンチュア株式会社ほか,事業実施の中で必要となる調査や業務委託等に関する経費,11911000.0
706,2024,A,地方公共団体情報システム機構,マイナンバーカードの申請受付及び発行,24697000000.0
706,2024,B,地方公共団体,マイナンバーカードの交付,75352000000.0
707,2024,A,株式会社インソース,eラーニング研修の運営,6534000.0
709,2024,A,富士通株式会社,地方公共団体における情報セキュリティ対策の検討に関する調査研究,36752000.0
709,2024,B,日本電気株式会社,「地方公共団体におけるICT部門の業務継続計画（BCP）に関するガイドライン」の改定等に関する調査研究,24871000.0
709,2024,C,職員旅費,,600000.0
709,2024,D,諸謝金,検討会構成員謝金,402000.0
709,2024,E,その他経費,インシデント対応用公用携帯に関する費用など,402000.0
710,2024,A,調査研究委託,,40186000.0
712,2024,A,地方公共団体情報システム機構,マイナンバーカード・公的個人認証の海外継続利用等に係るシステム開発等,6121020000.0
712,2024,B,地方公共団体情報システム機構,在外公館におけるマイナンバーカード交付等に係る整備に関するシステム開発等,50220000.0
712,2024,C,エヌ・ティ・ティ・コミュニケーションズ株式会社,マイナンバーカード・公的個人認証の海外継続利用等に係るシステム開発等,5948690000.0
712,2024,D,ＰｗＣコンサルティング合同会社,システム開発等の進捗管理支援等,87846000.0
713,2024,A,民間企業等,,1980000.0
715,2024,A,地方公共団体情報システム機構,自治体情報システムの標準化・共通化事業を行う市区町村に対し経費を補助（国費10/10）／オンライン手続の推進事業を行う市区町村に対し経費を補助（国費1/2）／次期自治体情報セキュリティクラウドへの移行事業を行う都道府県に対し経費を補助（国費1/2）,516311515000.0
715,2024,B,地方公共団体,自治体情報システムの標準化・共通化事業を実施,7587361000.0
716,2024,A,株式会社角川アスキー総合研究所ほか,戦略的情報通信研究開発推進事業の運営等,41443000.0
716,2024,B,国立大学法人東北大学ほか,総務省との研究開発委託契約に基づく研究開発の実施,72857000.0
716,2024,C,北海道総合通信局ほか,戦略的情報通信研究開発推進事業（社会展開指向型（3年枠））の運営等,648000.0
716,2024,D,株式会社角川アスキー総合研究所,総務省との研究開発委託契約に基づく研究開発の実施,51150000.0
717,2024,A,株式会社野村総合研究所,情報通信分野のアクセシビリティ推進に関する調査研究,36979700.0
717,2024,B,アライド・ブレインズ株式会社,公的機関のウェブアクセシビリティ確保の取組実施状況に関する調査研究,31097800.0
717,2024,C,日本アイ・ビー・エム株式会社,公的機関におけるウェブアクセシビリティ評価ツールの改修に関する調査研究,7366700.0
717,2024,D,株式会社野村総合研究所（共同提案）ほか,障害者の利便増進に資するICT機器等の利活用推進に関する調査研究,47080000.0
719,2024,A,国立研究開発法人日本医療研究開発機構,補助金交付先,468237452.0
719,2024,B,一般社団法人日本外科学会,高度遠隔医療ネットワーク実用化研究事業の主研究者,267622907.0
719,2024,C,国立大学法人京都大学,医療高度化に資するPHRデータ流通基盤構築事業の主研究者,37752256.0
719,2024,D,株式会社ヘルステック研究所,「医療高度化に資するPHRデータ流通基盤構築事業」の分担研究者,137669800.0
720,2024,A,国立研究開発法人情報通信研究機構,サイバーセキュリティ演習等業務,1084785000.0
720,2024,B,株式会社ディアイティ,CYDERシナリオ作成支援等作業,113113000.0
720,2024,C,株式会社日立ソリューションズ・クリエイトほか,CYDER運営支援作業,397435000.0
720,2024,D,伊藤忠テクノソリューションズ株式会社ほか,コンテナ等基盤環境運用保守,150253000.0
720,2024,E,ザ・ストリッパーズ株式会社,演習オンライン化等に伴うシステム開発,69586000.0
720,2024,F,株式会社ディアイティ,演習自動化環境（CYDERANGE）運用保守,20988000.0
720,2024,G,株式会社CAMほか,周知活動,6145000.0
720,2024,H,株式会社文祥堂ほか,その他（消耗品等）,6955000.0
720,2024,I,株式会社ＴＢＳグロウディアほか,若手セキュリティイノベーター育成事業「SecHack365」支援作業,110962000.0
720,2024,J,ジャパンデータコム株式会社,NONSTOP運用作業費,13134000.0
720,2024,K,キー・ポイント株式会社,SecHack365修了生ポータル運用,4356000.0
720,2024,L,株式会社日立ソリューションズ・クリエイトほか,大阪・関西万博向けサイバー防御演習,34811000.0
720,2024,M,有限責任監査法人トーマツ,補助金経理検査業務,713000.0
721,2024,A,スカパーJSAT株式会社ほか,衛星通信における量子暗号技術の研究開発,474580000.0
726,2024,A,株式会社東芝ほか,研究開発の実施,1926530180.0
726,2024,B,板橋共同会計事務所,委託研究開発に係る経理状況検査に係る業務の請負,1660000.0
727,2024,A,国立研究開発法人情報通信研究機構ほか,委託研究開発の実施,2740254000.0
727,2024,B,板橋共同会計事務所,委託研究開発の経理検査に係る業務の請負,2357000.0
728,2024,A,国立研究開発法人情報通信研究機構,"基金残高　392,813千円／（うち国庫補助金等相当額392,813千円）／※基金設置法人からの資金の流れは、基金シート参照。",
728,2024,B,国立研究開発法人情報通信研究機構,Beyond 5G研究開発促進事業の実施,3905522000.0
728,2024,C,株式会社ATR-Promotionsほか,管理業務支援等,2696674.0
728,2024,D,ソフトバンク株式会社ほか,電波の有効利用に資するBeyond 5G要素技術の開発,3881341384.0
729,2024,A,国立研究開発法人情報通信研究機構,サイバーセキュリティ産学官連携拠点形成業務,841382000.0
729,2024,B,株式会社カヤックほか,情報ソース維持,243953000.0
729,2024,C,ｃｌｅｖｅｒｂｒｉｄｇｅ　ＧｍｂＨほか,セキュリティ製品検証環境構築・運⽤,1143000.0
729,2024,D,ＮＥＣソリューションイノベータ株式会社ほか,高度SOC・人材育成コンテンツ開発,164545000.0
729,2024,E,株式会社クルウィットほか,人材育成基盤構築・運用,121937000.0
729,2024,F,株式会社日立製作所ほか,⼤規模並列型攻撃分析環境構築・運⽤,168496000.0
729,2024,G,株式会社　クルウィットほか,大規模横断分環境構築,55182000.0
729,2024,H,ＮＥＣソリューションイノベータ株式会社ほか,回線費,1762000.0
729,2024,I,北陸電力株式会社ほか,その他雑費,29342000.0
729,2024,J,有限責任監査法人トーマツ,補助金経理検査業務,475000.0
730,2024,A,一般財団法人全国地域情報化推進協会ほか,地域情報化の推進に関する調査研究等,99428000.0
731,2024,A,国立研究開発法人情報通信研究機構,情報バリアフリー通信・放送役務提供・開発推進助成金交付業務,47411000.0
